id,CAR.MAKE,CAR.MAKE.AND.MODEL,CAR.MODEL,Car.Type1,Month,Sales,Sales.Non.Tesla,Sales.Tesla,Year,Year.Month,Year.Month..copy.
1596,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,NOV,167,167,,2015,11/1/2015,11
1597,BMW,BMW I8, I8,Hybrid,NOV,118,118,,2015,11/1/2015,11
1598,CADILLAC,CADILLAC ELR, ELR,Hybrid,NOV,67,67,,2015,11/1/2015,11
1599,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1980,1980,,2015,11/1/2015,11
1600,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,639,639,,2015,11/1/2015,11
1601,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,NOV,944,944,,2015,11/1/2015,11
1602,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,NOV,1,1,,2015,11/1/2015,11
1603,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,NOV,15,15,,2015,11/1/2015,11
1604,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,NOV,41,41,,2015,11/1/2015,11
1605,OTHER,OTHER,,Hybrid,NOV,0,0,,2015,11/1/2015,11
1606,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,NOV,2,2,,2015,11/1/2015,11
1607,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,NOV,121,121,,2015,11/1/2015,11
1608,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,NOV,33,33,,2015,11/1/2015,11
1609,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,44,44,,2015,11/1/2015,11
1610,VOLVO,VOLVO XC90, XC90,Hybrid,NOV,7,7,,2015,11/1/2015,11
1611,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,OCT,118,118,,2015,10/1/2015,10
1612,BMW,BMW I8, I8,Hybrid,OCT,149,149,,2015,10/1/2015,10
1613,CADILLAC,CADILLAC ELR, ELR,Hybrid,OCT,82,82,,2015,10/1/2015,10
1614,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,2035,2035,,2015,10/1/2015,10
1615,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,695,695,,2015,10/1/2015,10
1616,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,OCT,849,849,,2015,10/1/2015,10
1617,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,OCT,0,0,,2015,10/1/2015,10
1618,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,OCT,81,81,,2015,10/1/2015,10
1619,OTHER,OTHER,,Hybrid,OCT,2,2,,2015,10/1/2015,10
1620,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,OCT,0,0,,2015,10/1/2015,10
1621,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,OCT,125,125,,2015,10/1/2015,10
1622,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,OCT,28,28,,2015,10/1/2015,10
1623,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,91,91,,2015,10/1/2015,10
1624,VOLVO,VOLVO XC90, XC90,Hybrid,OCT,1,1,,2015,10/1/2015,10
1625,BMW,BMW I8, I8,Hybrid,SEP,182,182,,2015,9/1/2015,9
1626,CADILLAC,CADILLAC ELR, ELR,Hybrid,SEP,36,36,,2015,9/1/2015,9
1627,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,949,949,,2015,9/1/2015,9
1628,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,SEP,719,719,,2015,9/1/2015,9
1629,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,SEP,808,808,,2015,9/1/2015,9
1630,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,SEP,0,0,,2015,9/1/2015,9
1631,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,SEP,147,147,,2015,9/1/2015,9
1632,OTHER,OTHER,,Hybrid,SEP,0,0,,2015,9/1/2015,9
1633,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,SEP,4,4,,2015,9/1/2015,9
1634,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,SEP,70,70,,2015,9/1/2015,9
1635,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,SEP,41,41,,2015,9/1/2015,9
1636,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,216,216,,2015,9/1/2015,9
1637,VOLVO,VOLVO XC90, XC90,Hybrid,SEP,0,0,,2015,9/1/2015,9
1638,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JAN,327,327,,2016,1/1/2016,1
1639,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JAN,181,181,,2016,1/1/2016,1
1640,BMW,BMW I8, I8,Hybrid,JAN,32,32,,2016,1/1/2016,1
1641,CADILLAC,CADILLAC ELR, ELR,Hybrid,JAN,67,67,,2016,1/1/2016,1
1642,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JAN,996,996,,2016,1/1/2016,1
1643,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JAN,350,350,,2016,1/1/2016,1
1644,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JAN,581,581,,2016,1/1/2016,1
1645,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,JAN,175,175,,2016,1/1/2016,1
1646,OTHER,OTHER,,Hybrid,JAN,0,0,,2016,1/1/2016,1
1647,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JAN,146,146,,2016,1/1/2016,1
1648,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JAN,27,27,,2016,1/1/2016,1
1649,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JAN,10,10,,2016,1/1/2016,1
1650,VOLVO,VOLVO XC90, XC90,Hybrid,JAN,226,226,,2016,1/1/2016,1
1651,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUL,349,349,,2016,7/1/2016,7
1652,BMW,BMW 330E, 330E,Hybrid,JUL,81,81,,2016,7/1/2016,7
1653,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUL,649,649,,2016,7/1/2016,7
1654,BMW,BMW I8, I8,Hybrid,JUL,166,166,,2016,7/1/2016,7
1655,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUL,15,15,,2016,7/1/2016,7
1656,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,2406,2406,,2016,7/1/2016,7
1657,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,755,755,,2016,7/1/2016,7
1658,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,1341,1341,,2016,7/1/2016,7
1659,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,JUL,375,375,,2016,7/1/2016,7
1660,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUL,30,30,,2016,7/1/2016,7
1661,OTHER,OTHER,,Hybrid,JUL,0,0,,2016,7/1/2016,7
1662,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUL,148,148,,2016,7/1/2016,7
1663,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUL,21,21,,2016,7/1/2016,7
1664,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,4,4,,2016,7/1/2016,7
1665,VOLVO,VOLVO XC90, XC90,Hybrid,JUL,178,178,,2016,7/1/2016,7
1666,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUN,353,353,,2016,6/1/2016,6
1667,BMW,BMW 330E, 330E,Hybrid,JUN,26,26,,2016,6/1/2016,6
1668,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUN,583,583,,2016,6/1/2016,6
1669,BMW,BMW I8, I8,Hybrid,JUN,169,169,,2016,6/1/2016,6
1670,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUN,94,94,,2016,6/1/2016,6
1671,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1937,1937,,2016,6/1/2016,6
1672,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,630,630,,2016,6/1/2016,6
1673,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,1700,1700,,2016,6/1/2016,6
1674,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,JUN,225,225,,2016,6/1/2016,6
1675,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUN,19,19,,2016,6/1/2016,6
1676,OTHER,OTHER,,Hybrid,JUN,0,0,,2016,6/1/2016,6
1677,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUN,176,176,,2016,6/1/2016,6
1678,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUN,22,22,,2016,6/1/2016,6
1679,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,11,11,,2016,6/1/2016,6
1680,VOLVO,VOLVO XC90, XC90,Hybrid,JUN,166,166,,2016,6/1/2016,6
1681,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAR,332,332,,2016,3/1/2016,3
1682,BMW,BMW 330E, 330E,Hybrid,MAR,19,19,,2016,3/1/2016,3
1683,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAR,313,313,,2016,3/1/2016,3
1684,BMW,BMW I8, I8,Hybrid,MAR,89,89,,2016,3/1/2016,3
1685,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAR,104,104,,2016,3/1/2016,3
1686,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,1865,1865,,2016,3/1/2016,3
1687,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,610,610,,2016,3/1/2016,3
1688,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,1238,1238,,2016,3/1/2016,3
1689,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,MAR,275,275,,2016,3/1/2016,3
1690,OTHER,OTHER,,Hybrid,MAR,1,1,,2016,3/1/2016,3
1691,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAR,244,244,,2016,3/1/2016,3
1692,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAR,23,23,,2016,3/1/2016,3
1693,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,7,7,,2016,3/1/2016,3
1694,VOLVO,VOLVO XC90, XC90,Hybrid,MAR,178,178,,2016,3/1/2016,3
1695,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAY,361,361,,2016,5/1/2016,5
1696,BMW,BMW 330E, 330E,Hybrid,MAY,67,67,,2016,5/1/2016,5
1697,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAY,500,500,,2016,5/1/2016,5
1698,BMW,BMW I8, I8,Hybrid,MAY,146,146,,2016,5/1/2016,5
1699,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAY,45,45,,2016,5/1/2016,5
1700,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1901,1901,,2016,5/1/2016,5
1701,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,538,538,,2016,5/1/2016,5
1702,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,1453,1453,,2016,5/1/2016,5
1703,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,MAY,235,235,,2016,5/1/2016,5
1704,OTHER,OTHER,,Hybrid,MAY,0,0,,2016,5/1/2016,5
1705,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAY,191,191,,2016,5/1/2016,5
1706,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAY,26,26,,2016,5/1/2016,5
1707,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,4,4,,2016,5/1/2016,5
1708,VOLVO,VOLVO XC90, XC90,Hybrid,MAY,110,110,,2016,5/1/2016,5
1709,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,NOV,394,394,,2016,11/1/2016,11
1710,BMW,BMW 330E, 330E,Hybrid,NOV,215,215,,2016,11/1/2016,11
1711,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,NOV,436,436,,2016,11/1/2016,11
1712,BMW,BMW I8, I8,Hybrid,NOV,173,173,,2016,11/1/2016,11
1713,CADILLAC,CADILLAC ELR, ELR,Hybrid,NOV,5,5,,2016,11/1/2016,11
1714,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,2531,2531,,2016,11/1/2016,11
1715,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,721,721,,2016,11/1/2016,11
1716,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,NOV,1817,1817,,2016,11/1/2016,11
1717,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,NOV,285,285,,2016,11/1/2016,11
1718,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,NOV,30,30,,2016,11/1/2016,11
1719,OTHER,OTHER,,Hybrid,NOV,0,0,,2016,11/1/2016,11
1720,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,NOV,179,179,,2016,11/1/2016,11
1721,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,NOV,88,88,,2016,11/1/2016,11
1722,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,0,0,,2016,11/1/2016,11
1723,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,781,781,,2016,11/1/2016,11
1724,VOLVO,VOLVO XC90, XC90,Hybrid,NOV,161,161,,2016,11/1/2016,11
1725,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,OCT,348,348,,2016,10/1/2016,10
1726,BMW,BMW 330E, 330E,Hybrid,OCT,92,92,,2016,10/1/2016,10
1727,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,OCT,406,406,,2016,10/1/2016,10
1728,BMW,BMW I8, I8,Hybrid,OCT,199,199,,2016,10/1/2016,10
1729,CADILLAC,CADILLAC ELR, ELR,Hybrid,OCT,3,3,,2016,10/1/2016,10
1730,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,2191,2191,,2016,10/1/2016,10
1731,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,571,571,,2016,10/1/2016,10
1732,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,OCT,1372,1372,,2016,10/1/2016,10
1733,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,OCT,255,255,,2016,10/1/2016,10
1734,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,OCT,19,19,,2016,10/1/2016,10
1735,OTHER,OTHER,,Hybrid,OCT,0,0,,2016,10/1/2016,10
1736,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,OCT,138,138,,2016,10/1/2016,10
1737,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,OCT,38,38,,2016,10/1/2016,10
1738,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,0,0,,2016,10/1/2016,10
1739,VOLVO,VOLVO XC90, XC90,Hybrid,OCT,142,142,,2016,10/1/2016,10
1740,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,SEP,312,312,,2016,9/1/2016,9
1741,BMW,BMW 330E, 330E,Hybrid,SEP,54,54,,2016,9/1/2016,9
1742,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,SEP,482,482,,2016,9/1/2016,9
1743,BMW,BMW I8, I8,Hybrid,SEP,158,158,,2016,9/1/2016,9
1744,CADILLAC,CADILLAC ELR, ELR,Hybrid,SEP,6,6,,2016,9/1/2016,9
1745,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,2031,2031,,2016,9/1/2016,9
1746,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,SEP,689,689,,2016,9/1/2016,9
1747,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,SEP,1652,1652,,2016,9/1/2016,9
1748,HYUNDAI,HYUNDAI SONATA PHV, SONATA PHV,Hybrid,SEP,260,260,,2016,9/1/2016,9
1749,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,SEP,26,26,,2016,9/1/2016,9
1750,OTHER,OTHER,,Hybrid,SEP,0,0,,2016,9/1/2016,9
1751,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,SEP,131,131,,2016,9/1/2016,9
1752,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,SEP,28,28,,2016,9/1/2016,9
1753,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,4,4,,2016,9/1/2016,9
1754,VOLVO,VOLVO XC90, XC90,Hybrid,SEP,148,148,,2016,9/1/2016,9
1755,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JAN,387,387,,2017,1/1/2017,1
1756,BMW,BMW 330E, 330E,Hybrid,JAN,129,129,,2017,1/1/2017,1
1757,BMW,BMW 740E, 740E,Hybrid,JAN,18,18,,2017,1/1/2017,1
1758,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JAN,262,262,,2017,1/1/2017,1
1759,BMW,BMW I8, I8,Hybrid,JAN,50,50,,2017,1/1/2017,1
1760,CADILLAC,CADILLAC ELR, ELR,Hybrid,JAN,3,3,,2017,1/1/2017,1
1761,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JAN,1611,1611,,2017,1/1/2017,1
1762,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JAN,12,12,,2017,1/1/2017,1
1763,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JAN,473,473,,2017,1/1/2017,1
1764,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JAN,606,606,,2017,1/1/2017,1
1765,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JAN,190,190,,2017,1/1/2017,1
1766,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JAN,10,10,,2017,1/1/2017,1
1767,MERCEDES,MERCEDES C350E, C350E,Hybrid,JAN,210,210,,2017,1/1/2017,1
1768,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JAN,52,52,,2017,1/1/2017,1
1769,MERCEDES,MERCEDES S550E, S550E,Hybrid,JAN,55,55,,2017,1/1/2017,1
1770,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JAN,177,177,,2017,1/1/2017,1
1771,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JAN,2,2,,2017,1/1/2017,1
1772,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JAN,1366,1366,,2017,1/1/2017,1
1773,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JAN,96,96,,2017,1/1/2017,1
1774,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUL,218,218,,2017,7/1/2017,7
1775,BMW,BMW 330E, 330E,Hybrid,JUL,387,387,,2017,7/1/2017,7
1776,BMW,BMW 530E, 530E,Hybrid,JUL,343,343,,2017,7/1/2017,7
1777,BMW,BMW 740E, 740E,Hybrid,JUL,80,80,,2017,7/1/2017,7
1778,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUL,463,463,,2017,7/1/2017,7
1779,BMW,BMW I8, I8,Hybrid,JUL,55,55,,2017,7/1/2017,7
1780,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,JUL,22,22,,2017,7/1/2017,7
1781,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUL,2,2,,2017,7/1/2017,7
1782,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,1518,1518,,2017,7/1/2017,7
1783,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JUL,125,125,,2017,7/1/2017,7
1784,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,844,844,,2017,7/1/2017,7
1785,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,703,703,,2017,7/1/2017,7
1786,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JUL,205,205,,2017,7/1/2017,7
1787,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JUL,130,130,,2017,7/1/2017,7
1788,MERCEDES,MERCEDES C350E, C350E,Hybrid,JUL,112,112,,2017,7/1/2017,7
1789,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUL,27,27,,2017,7/1/2017,7
1790,MERCEDES,MERCEDES S550E, S550E,Hybrid,JUL,124,124,,2017,7/1/2017,7
1791,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,JUL,75,75,,2017,7/1/2017,7
1792,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUL,160,160,,2017,7/1/2017,7
1793,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JUL,0,0,,2017,7/1/2017,7
1794,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,1645,1645,,2017,7/1/2017,7
1795,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,JUL,13,13,,2017,7/1/2017,7
1796,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JUL,174,174,,2017,7/1/2017,7
1797,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUN,324,324,,2017,6/1/2017,6
1798,BMW,BMW 330E, 330E,Hybrid,JUN,496,496,,2017,6/1/2017,6
1799,BMW,BMW 530E, 530E,Hybrid,JUN,239,239,,2017,6/1/2017,6
1800,BMW,BMW 740E, 740E,Hybrid,JUN,52,52,,2017,6/1/2017,6
1801,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUN,488,488,,2017,6/1/2017,6
1802,BMW,BMW I8, I8,Hybrid,JUN,22,22,,2017,6/1/2017,6
1803,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,JUN,20,20,,2017,6/1/2017,6
1804,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUN,7,7,,2017,6/1/2017,6
1805,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1745,1745,,2017,6/1/2017,6
1806,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JUN,355,355,,2017,6/1/2017,6
1807,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,936,936,,2017,6/1/2017,6
1808,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,707,707,,2017,6/1/2017,6
1809,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JUN,255,255,,2017,6/1/2017,6
1810,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JUN,78,78,,2017,6/1/2017,6
1811,MERCEDES,MERCEDES C350E, C350E,Hybrid,JUN,0,0,,2017,6/1/2017,6
1812,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUN,41,41,,2017,6/1/2017,6
1813,MERCEDES,MERCEDES S550E, S550E,Hybrid,JUN,81,81,,2017,6/1/2017,6
1814,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,JUN,10,10,,2017,6/1/2017,6
1815,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUN,195,195,,2017,6/1/2017,6
1816,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JUN,0,0,,2017,6/1/2017,6
1817,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,1619,1619,,2017,6/1/2017,6
1818,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JUN,202,202,,2017,6/1/2017,6
1819,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAR,414,414,,2017,3/1/2017,3
1820,BMW,BMW 330E, 330E,Hybrid,MAR,365,365,,2017,3/1/2017,3
1821,BMW,BMW 740E, 740E,Hybrid,MAR,42,42,,2017,3/1/2017,3
1822,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAR,397,397,,2017,3/1/2017,3
1823,BMW,BMW I8, I8,Hybrid,MAR,49,49,,2017,3/1/2017,3
1824,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAR,2,2,,2017,3/1/2017,3
1825,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,2132,2132,,2017,3/1/2017,3
1826,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,MAR,0,0,,2017,3/1/2017,3
1827,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,662,662,,2017,3/1/2017,3
1828,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,1002,1002,,2017,3/1/2017,3
1829,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,MAR,295,295,,2017,3/1/2017,3
1830,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,MAR,70,70,,2017,3/1/2017,3
1831,MERCEDES,MERCEDES C350E, C350E,Hybrid,MAR,17,17,,2017,3/1/2017,3
1832,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,MAR,47,47,,2017,3/1/2017,3
1833,MERCEDES,MERCEDES S550E, S550E,Hybrid,MAR,60,60,,2017,3/1/2017,3
1834,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAR,126,126,,2017,3/1/2017,3
1835,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,MAR,3,3,,2017,3/1/2017,3
1836,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,1618,1618,,2017,3/1/2017,3
1837,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,MAR,103,103,,2017,3/1/2017,3
1838,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAY,294,294,,2017,5/1/2017,5
